Date,Open,High,Low,Close Price,Prev Close Price,Volume
2016-12-22,809.099976,811.070007,806.030029,809.679993,812.200012,1131600
2016-12-21,815.719971,815.719971,805.099976,812.200012,815.200012,1459600
2016-12-20,813.369995,816.48999,811.00,815.200012,812.50,1271900
2016-12-19,809.280029,816.219971,804.50,812.50,809.840027,1263600
2016-12-16,818.309998,819.200012,808.119995,809.840027,815.650024,2598900
2016-12-15,817.359985,823.00,812.00,815.650024,817.890015,1769700
2016-12-14,815.919983,824.26001,812.780029,817.890015,815.340027,1799700
2016-12-13,812.390015,824.299988,811.940002,815.340027,807.900024,2128200
2016-12-12,804.820007,811.349976,804.530029,807.900024,809.450012,1628600
2016-12-09,799.299988,809.950012,798.049988,809.450012,795.169983,1904500
2016-12-08,792.950012,799.00,787.909973,795.169983,791.469971,1612500
2016-12-07,779.950012,792.00,773.530029,791.469971,776.179993,2029400
2016-12-06,780.190002,785.280029,773.320007,776.179993,778.219971,1734100
2016-12-05,770.00,780.00,766.969971,778.219971,764.460022,1688500
2016-12-02,761.900024,770.50,759.00,764.460022,764.330017,1718800
2016-12-01,778.549988,778.599976,753.359985,764.330017,775.880005,2867100
2016-11-30,789.099976,791.51001,773.150024,775.880005,789.440002,2279100
2016-11-29,788.380005,796.440002,785.340027,789.440002,785.789978,1562000
2016-11-28,778.349976,799.73999,778.099976,785.789978,780.22998,2575400
2016-11-25,782.609985,782.900024,778.190002,780.22998,779.00,613500
2016-11-23,789.52002,789.52002,772.650024,779.00,785.00,1313000
2016-11-22,788.98999,793.77002,783.73999,785.00,784.799988,1394200
2016-11-21,778.099976,786.549988,776.299988,784.799988,775.969971,1630800
2016-11-18,787.169983,791.289978,775.349976,775.969971,786.159973,1806300
2016-11-17,782.50,788.900024,779.849976,786.159973,779.97998,1533700
2016-11-16,770.419983,783.50,766.330017,779.97998,775.159973,1798400
2016-11-15,765.469971,780.23999,765.219971,775.159973,753.219971,2943900
2016-11-14,771.76001,771.780029,743.590027,753.219971,771.75,3688300
2016-11-11,776.809998,777.289978,765.539978,771.75,780.289978,3592600
2016-11-10,810.00,810.059998,768.22998,780.289978,805.590027,5909600
2016-11-09,801.830017,811.710022,792.039978,805.590027,811.97998,3098500
2016-11-08,802.030029,816.039978,799.619995,811.97998,802.030029,1769100
2016-11-07,794.950012,805.00,792.900024,802.030029,781.099976,1992600
2016-11-04,771.299988,788.47998,771.00,781.099976,782.190002,1970600
2016-11-03,784.50,790.00,778.630005,782.190002,788.419983,2175200
2016-11-02,806.76001,806.76001,785.00,788.419983,805.47998,2350700
2016-11-01,810.869995,813.960022,798.26001,805.47998,809.900024,2355900
2016-10-31,822.429993,822.630005,808.00,809.900024,819.559998,2242700
2016-10-28,829.940002,839.00,817.00,819.559998,817.349976,4354900
2016-10-27,823.01001,826.580017,814.609985,817.349976,822.099976,2973500
2016-10-26,827.119995,827.710022,816.349976,822.099976,828.549988,1794900
2016-10-25,838.50,838.50,825.299988,828.549988,835.73999,1890700
2016-10-24,830.090027,837.940002,829.039978,835.73999,824.059998,1447600
2016-10-21,820.00,824.289978,818.309998,824.059998,821.630005,1615800
2016-10-20,827.559998,828.469971,820.549988,821.630005,826.840027,1393900
2016-10-19,822.880005,829.799988,822.880005,826.840027,821.48999,1500100
2016-10-18,814.210022,828.809998,813.330017,821.48999,806.840027,2289300
2016-10-17,805.98999,813.48999,803.830017,806.840027,804.599976,1056400
2016-10-14,807.450012,810.090027,802.320007,804.599976,804.080017,1111900
2016-10-13,806.070007,806.559998,798.619995,804.080017,811.77002,1369000
2016-10-12,811.960022,814.50,808.549988,811.77002,809.570007,907900
2016-10-11,814.169983,819.859985,807.369995,809.570007,814.169983,1721600
2016-10-10,803.929993,817.380005,802.23999,814.169983,800.710022,1496100
2016-10-07,805.929993,805.940002,796.820007,800.710022,803.080017,1163100
2016-10-06,804.080017,806.950012,800.51001,803.080017,801.22998,1099900
2016-10-05,806.00,808.50,800.710022,801.22998,802.789978,1213800
2016-10-04,805.00,806.50,799.669983,802.789978,800.380005,1258700
2016-10-03,802.549988,803.539978,796.22998,800.380005,804.059998,1489200
2016-09-30,803.599976,808.090027,801.50,804.059998,802.640015,1660200
2016-09-29,807.22998,813.909973,800.859985,802.640015,810.059998,1350000
2016-09-28,804.080017,810.25,802.780029,810.059998,810.72998,1470300
2016-09-27,801.830017,813.48999,801.830017,810.72998,802.650024,1367300
2016-09-26,809.820007,810.080017,800.450012,802.650024,814.960022,1472700
2016-09-23,815.140015,817.00,812.72998,814.960022,815.950012,1411700
2016-09-22,810.00,819.059998,807.710022,815.950012,805.030029,1759300
2016-09-21,801.26001,805.909973,796.030029,805.030029,799.780029,1348500
2016-09-20,800.00,802.75,798.26001,799.780029,795.390015,1049200
2016-09-19,801.109985,803.98999,793.559998,795.390015,797.969971,1149500
2016-09-16,799.02002,799.02002,793.619995,797.969971,801.22998,2130600
2016-09-15,790.01001,803.650024,788.659973,801.22998,790.460022,1557200
2016-09-14,787.530029,796.330017,787.530029,790.460022,788.719971,1292100
2016-09-13,794.01001,795.789978,784.330017,788.719971,798.820007,1809000
2016-09-12,784.52002,800.169983,783.50,798.820007,788.47998,1863700
2016-09-09,798.77002,801.75,788.049988,788.47998,802.840027,1887600
2016-09-08,805.219971,808.419983,801.01001,802.840027,807.98999,1177700
2016-09-07,807.929993,810.599976,803.719971,807.98999,808.02002,1145300
2016-09-06,798.390015,810.890015,795.429993,808.02002,796.869995,1989500
2016-09-02,795.27002,797.099976,793.26001,796.869995,791.400024,1349900
2016-09-01,791.97998,792.890015,786.330017,791.400024,789.849976,1303500
2016-08-31,789.599976,791.570007,787.200012,789.849976,791.919983,1071400
2016-08-30,792.880005,798.00,789.469971,791.919983,795.820007,1167400
2016-08-29,793.049988,798.52002,790.320007,795.820007,793.219971,773700
2016-08-26,792.48999,799.400024,789.409973,793.219971,791.299988,1248900
2016-08-25,792.00,794.719971,787.22998,791.299988,793.599976,1202700
2016-08-24,796.859985,798.460022,790.76001,793.599976,796.590027,1283600
2016-08-23,800.47998,801.00,795.98999,796.590027,796.950012,917500
2016-08-22,798.51001,799.299988,794.330017,796.950012,799.650024,852800
2016-08-19,799.789978,801.22998,796.880005,799.650024,802.75,1120800
2016-08-18,805.359985,808.00,801.630005,802.75,805.419983,864600
2016-08-17,800.00,805.630005,796.299988,805.419983,801.190002,1066100
2016-08-16,803.50,804.26001,797.00,801.190002,805.960022,1057900
2016-08-15,807.210022,811.359985,804.030029,805.960022,807.049988,929800
2016-08-12,805.090027,807.190002,803.640015,807.049988,808.200012,897300
2016-08-11,810.469971,813.880005,806.00,808.200012,808.48999,1282300
2016-08-10,807.049988,810.880005,806.48999,808.48999,807.47998,918500
2016-08-09,804.48999,813.330017,804.059998,807.47998,805.22998,1607700
2016-08-08,806.00,807.599976,801.690002,805.22998,806.929993,1221300
2016-08-05,800.109985,807.219971,797.809998,806.929993,797.25,1807300
2016-08-04,798.23999,800.200012,793.919983,797.25,798.919983,1076000
2016-08-03,796.469971,799.539978,793.02002,798.919983,800.119995,1460300
2016-08-02,797.330017,802.320007,794.530029,800.119995,800.940002,1996400
2016-08-01,786.669983,807.48999,785.039978,800.940002,791.340027,3029700
2016-07-29,797.710022,803.940002,790.00,791.340027,765.840027,5090500
2016-07-28,768.840027,768.969971,759.090027,765.840027,761.969971,3673200
2016-07-27,758.969971,764.450012,755.929993,761.969971,757.650024,1608600
2016-07-26,757.52002,759.26001,752.75,757.650024,757.52002,1189600
2016-07-25,757.679993,759.820007,754.070007,757.52002,759.280029,1073300
2016-07-22,757.320007,759.450012,752.659973,759.280029,754.409973,1046000
2016-07-21,757.00,758.150024,751.52002,754.409973,757.080017,953100
2016-07-20,754.049988,760.640015,754.049988,757.080017,753.409973,1125100
2016-07-19,749.869995,756.590027,748.48999,753.409973,753.200012,1521800
2016-07-18,737.909973,755.140015,736.51001,753.200012,735.630005,1934900
2016-07-15,741.00,741.00,734.640015,735.630005,735.799988,1617100
2016-07-14,733.940002,736.140015,730.590027,735.799988,729.47998,1070400
2016-07-13,735.52002,735.52002,729.02002,729.47998,732.51001,1021800
2016-07-12,731.919983,735.599976,727.50,732.51001,727.200012,1323400
2016-07-11,719.419983,728.929993,718.869995,727.200012,717.780029,1441100
2016-07-08,710.559998,717.900024,708.109985,717.780029,707.26001,1497300
2016-07-07,710.109985,710.169983,700.669983,707.26001,708.969971,1058700
2016-07-06,699.840027,713.00,699.00,708.969971,704.890015,1445100
2016-07-05,705.01001,708.119995,699.130005,704.890015,710.25,1422000
2016-07-01,705.099976,712.530029,703.72998,710.25,703.530029,1549200
2016-06-30,697.650024,703.77002,694.900024,703.530029,695.190002,2112500
2016-06-29,694.26001,699.50,692.679993,695.190002,691.26001,2156200
2016-06-28,691.369995,692.73999,684.849976,691.26001,681.140015,1912300
2016-06-27,682.48999,683.330017,672.659973,681.140015,685.200012,2907300
2016-06-24,690.169983,705.00,684.909973,685.200012,714.869995,4771800
2016-06-23,710.549988,714.880005,700.25,714.869995,710.469971,2125000
2016-06-22,714.049988,714.210022,705.880005,710.469971,708.880005,1452900
2016-06-21,710.049988,715.380005,704.659973,708.880005,706.130005,1515900
2016-06-20,710.309998,715.869995,705.409973,706.130005,704.25,2282700
2016-06-17,721.390015,721.390015,701.119995,704.25,724.25,4113100
2016-06-16,727.960022,730.390015,715.539978,724.25,732.190002,2250100
2016-06-15,734.919983,737.150024,731.309998,732.190002,733.25,1161700
2016-06-14,729.309998,736.00,726.50,733.25,731.880005,1329200
2016-06-13,729.820007,739.00,729.820007,731.880005,733.190002,1167700
2016-06-10,735.950012,739.640015,730.51001,733.190002,742.52002,1452500
2016-06-09,737.070007,743.929993,736.50,742.52002,742.929993,959000
2016-06-08,739.50,743.809998,735.77002,742.929993,731.090027,1615700
2016-06-07,733.27002,736.710022,730.799988,731.090027,730.059998,1215700
2016-06-06,738.50,738.50,728.289978,730.059998,735.859985,1499600
2016-06-03,741.48999,741.48999,733.909973,735.859985,744.27002,1230400
2016-06-02,746.099976,747.299988,737.00,744.27002,748.460022,1695800
2016-06-01,748.469971,751.369995,744.340027,748.460022,748.849976,1039400
2016-05-31,748.76001,753.47998,745.570007,748.849976,747.599976,2124200
2016-05-27,737.51001,747.909973,737.01001,747.599976,736.929993,1738900
2016-05-26,736.00,741.099976,733.00,736.929993,738.099976,1360100
2016-05-25,735.00,739.890015,732.599976,738.099976,733.030029,1610800
2016-05-24,719.849976,734.200012,719.650024,733.030029,717.25,1894200
2016-05-23,719.97998,723.50,716.940002,717.25,721.710022,1240800
2016-05-20,716.460022,727.700012,715.01001,721.710022,715.309998,1739900
2016-05-19,718.299988,720.50,710.309998,715.309998,721.780029,1529900
2016-05-18,718.50,725.570007,715.02002,721.780029,720.190002,1626800
2016-05-17,731.059998,735.849976,718.00,720.190002,730.299988,1670200
2016-05-16,724.320007,732.679993,720.00,730.299988,724.830017,1126900
2016-05-13,726.619995,731.289978,723.51001,724.830017,728.070007,1262200
2016-05-12,732.00,735.369995,724.27002,728.070007,730.549988,1354700
2016-05-11,740.52002,740.799988,727.900024,730.549988,739.380005,1491700
2016-05-10,734.960022,740.00,731.609985,739.380005,729.130005,1631700
2016-05-09,726.700012,734.289978,723.50,729.130005,725.179993,1903700
2016-05-06,712.200012,725.98999,711.950012,725.179993,714.710022,1982500
2016-05-05,715.00,717.549988,709.450012,714.710022,711.369995,1483400
2016-05-04,706.77002,715.049988,704.049988,711.369995,708.440002,1708600
2016-05-03,712.50,713.369995,707.330017,708.440002,714.409973,1931000
2016-05-02,711.919983,715.409973,706.359985,714.409973,707.880005,1673800
2016-04-29,704.119995,712.109985,703.780029,707.880005,705.059998,2913900
2016-04-28,723.289978,729.26001,703.200012,705.059998,721.460022,3129500
2016-04-27,725.320007,727.150024,709.080017,721.460022,725.369995,3313100
2016-04-26,744.419983,745.590027,720.320007,725.369995,742.210022,2793200
2016-04-25,735.349976,744.880005,735.099976,742.210022,737.77002,2472100
2016-04-22,743.909973,753.919983,730.369995,737.77002,780.00,7039900
2016-04-21,777.309998,781.679993,771.549988,780.00,774.919983,3881400
2016-04-20,779.159973,779.659973,771.27002,774.919983,776.25,1713100
2016-04-19,790.50,790.950012,770.27002,776.25,787.679993,2197600
2016-04-18,780.190002,788.549988,777.609985,787.679993,780.00,1669700
2016-04-15,775.50,780.929993,774.929993,780.00,775.390015,1585600
2016-04-14,775.359985,779.609985,773.219971,775.390015,771.909973,1349600
2016-04-13,770.309998,775.75,764.590027,771.909973,764.320007,1771300
2016-04-12,758.429993,764.919983,751.570007,764.320007,757.539978,1369400
2016-04-11,765.450012,767.219971,757.340027,757.539978,759.469971,1588700
2016-04-08,765.869995,767.130005,755.77002,759.469971,760.119995,1171700
2016-04-07,765.320007,769.359985,757.50,760.119995,768.070007,1274900
2016-04-06,757.840027,768.419983,756.299988,768.070007,758.570007,1265600
2016-04-05,758.130005,762.869995,755.599976,758.570007,765.119995,1223900
2016-04-04,769.51001,772.440002,761.789978,765.119995,769.669983,1346200
2016-04-01,757.159973,770.039978,755.200012,769.669983,762.900024,1583700
2016-03-31,768.340027,769.080017,758.25,762.900024,768.340027,1627700
2016-03-30,768.210022,777.309998,767.580017,768.340027,765.890015,2019800
2016-03-29,753.679993,767.179993,748.289978,765.890015,753.280029,2003100
2016-03-28,756.169983,758.299988,752.039978,753.280029,754.840027,1083800
2016-03-24,751.200012,757.559998,750.50,754.840027,757.559998,1555800
2016-03-23,763.349976,765.390015,756.030029,757.559998,760.049988,1233900
2016-03-22,758.440002,765.00,757.880005,760.049988,762.159973,1104800
2016-03-21,753.909973,763.340027,751.27002,762.159973,755.409973,1438700
2016-03-18,761.630005,762.140015,751.820007,755.409973,758.47998,2811100
2016-03-17,757.650024,765.340027,757.359985,758.47998,757.359985,2228200
2016-03-16,749.049988,759.00,746.50,757.359985,750.570007,1465300
2016-03-15,746.02002,753.01001,742.840027,750.570007,750.23999,1491600
2016-03-14,744.969971,754.26001,743.659973,750.23999,744.869995,1641200
2016-03-11,739.950012,744.900024,736.700012,744.869995,732.169983,1769000
2016-03-10,727.789978,736.539978,723.289978,732.169983,725.409973,2230800
2016-03-09,715.169983,726.23999,712.659973,725.409973,713.530029,1977200
2016-03-08,708.390015,722.25,704.00,713.530029,712.799988,2626500
2016-03-07,725.150024,727.210022,705.140015,712.799988,730.219971,3084500
2016-03-04,734.799988,735.00,725.619995,730.219971,731.590027,2425800
2016-03-03,739.47998,741.00,729.630005,731.590027,739.47998,2026700
2016-03-02,742.869995,743.119995,733.25,739.47998,742.169983,1814600
2016-03-01,721.299988,742.330017,718.640015,742.169983,717.219971,3005600
2016-02-29,721.00,730.599976,716.840027,717.219971,724.859985,2253400
2016-02-26,733.599976,736.159973,721.940002,724.859985,729.119995,2123700
2016-02-25,722.929993,729.51001,713.22998,729.119995,720.900024,1807300
2016-02-24,710.609985,721.219971,702.02002,720.900024,717.289978,1854600
2016-02-23,726.099976,730.900024,715.669983,717.289978,729.049988,2066600
2016-02-22,729.51001,734.849976,723.450012,729.049988,722.109985,1875800
2016-02-19,715.900024,724.030029,713.119995,722.109985,717.51001,1745900
2016-02-18,733.960022,736.00,715.549988,717.51001,731.969971,2363800
2016-02-17,727.00,733.76001,716.609985,731.969971,717.640015,2457700
2016-02-16,718.650024,722.880005,710.179993,717.640015,706.890015,2172200
2016-02-12,712.210022,716.00,701.580017,706.890015,706.359985,2326900
2016-02-11,696.340027,712.320007,691.190002,706.359985,706.849976,3250200
2016-02-10,711.789978,723.219971,705.390015,706.849976,701.02002,3015700
2016-02-09,692.950012,720.960022,688.50,701.02002,704.159973,4215000
2016-02-08,687.679993,704.52002,682.01001,704.159973,703.76001,4470500
2016-02-05,725.50,726.719971,700.140015,703.76001,730.030029,5477800
2016-02-04,744.590027,745.23999,722.599976,730.030029,749.380005,5246100
2016-02-03,786.280029,791.429993,736.26001,749.380005,780.909973,6555700
2016-02-02,800.50,810.349976,780.599976,780.909973,770.77002,6792300
2016-02-01,771.26001,777.590027,761.380005,770.77002,761.349976,5576100
2016-01-29,748.960022,765.109985,744.200012,761.349976,748.299988,3790400
2016-01-28,738.190002,751.159973,730.599976,748.299988,717.580017,3105200
2016-01-27,735.890015,735.890015,713.450012,717.580017,733.789978,2121400
2016-01-26,735.210022,739.460022,726.969971,733.789978,733.619995,1547000
2016-01-25,743.840027,752.460022,732.50,733.619995,745.460022,2267000
2016-01-22,742.00,748.559998,740.50,745.460022,726.669983,2357300
2016-01-21,720.169983,737.669983,711.109985,726.669983,718.559998,2596900
2016-01-20,705.900024,726.950012,687.780029,718.559998,719.080017,4122000
2016-01-19,720.150024,725.349976,709.849976,719.080017,710.48999,2436200
2016-01-15,709.98999,724.159973,701.51001,710.48999,731.390015,3777800
2016-01-14,724.440002,739.890015,705.00,731.390015,719.570007,2777900
2016-01-13,749.340027,753.00,716.780029,719.570007,745.340027,2586400
2016-01-12,740.75,748.340027,736.429993,745.340027,733.070007,2340800
2016-01-11,731.950012,735.080017,719.559998,733.070007,730.909973,2544800
2016-01-08,747.799988,750.119995,728.919983,730.909973,741.00,2375300
2016-01-07,746.48999,755.309998,735.280029,741.00,759.330017,3156600
2016-01-06,750.369995,765.72998,748.00,759.330017,761.530029,2410300
2016-01-05,764.099976,769.200012,755.650024,761.530029,759.440002,2260800
2016-01-04,762.200012,762.200012,747.539978,759.440002,778.01001,3369100
2015-12-31,787.820007,788.330017,777.320007,778.01001,790.299988,1629300
2015-12-30,793.960022,796.460022,787.200012,790.299988,793.960022,1428300
2015-12-29,786.98999,798.690002,786.200012,793.960022,782.23999,1921500
2015-12-28,770.00,782.820007,767.72998,782.23999,765.840027,1557800
2015-12-24,768.52002,769.200012,764.390015,765.840027,768.51001,520600
2015-12-23,770.690002,771.900024,757.650024,768.51001,767.130005,1529700
2015-12-22,764.27002,770.340027,761.200012,767.130005,760.799988,1816900
2015-12-21,763.049988,766.349976,754.150024,760.799988,756.849976,1742400
2015-12-18,767.22998,774.140015,756.590027,756.849976,769.830017,3389700
2015-12-17,781.159973,781.590027,769.299988,769.830017,776.590027,1825500
2015-12-16,766.570007,781.50,757.049988,776.590027,760.090027,2656000
2015-12-15,767.789978,774.75,758.00,760.090027,762.539978,2469300
2015-12-14,751.26001,764.150024,736.26001,762.539978,750.419983,2693200
2015-12-11,749.00,757.440002,748.650024,750.419983,760.039978,2159200
2015-12-10,763.590027,766.070007,755.00,760.039978,762.549988,1616600
2015-12-09,771.099976,776.090027,752.01001,762.549988,775.140015,2327500
2015-12-08,764.50,778.650024,762.52002,775.140015,772.98999,1554100
2015-12-07,780.059998,781.00,766.719971,772.98999,779.210022,1831300
2015-12-04,769.710022,782.419983,765.51001,779.210022,768.200012,2490000
2015-12-03,780.559998,784.47998,762.450012,768.200012,777.849976,2097500
2015-12-02,785.25,793.049988,776.429993,777.849976,783.789978,2343800
2015-12-01,766.940002,785.00,765.950012,783.789978,762.849976,2019900
2015-11-30,771.869995,775.030029,761.119995,762.849976,771.969971,1679300
2015-11-27,769.159973,774.00,767.00,771.969971,769.26001,721700
2015-11-25,771.690002,773.00,766.530029,769.26001,769.630005,1180600
2015-11-24,772.960022,775.98999,758.109985,769.630005,776.700012,2394000
2015-11-23,777.469971,782.900024,773.51001,776.700012,777.00,1732400
2015-11-20,769.299988,779.320007,764.099976,777.00,759.940002,2773900
2015-11-19,759.780029,763.22998,757.22998,759.940002,760.01001,1403900
2015-11-18,749.570007,761.099976,747.390015,760.01001,745.97998,1813300
2015-11-17,752.469971,754.950012,744.049988,745.97998,750.419983,1943200
2015-11-16,740.210022,751.710022,734.330017,750.419983,740.070007,2535200
2015-11-13,754.039978,755.330017,739.469971,740.070007,756.530029,2409400
2015-11-12,760.179993,765.799988,755.859985,756.530029,765.25,1772600
2015-11-11,762.380005,769.080017,759.75,765.25,758.26001,2093300
2015-11-10,753.47998,760.599976,748.409973,758.26001,754.77002,1489900
2015-11-09,758.52002,763.299988,749.109985,754.77002,761.599976,1776900
2015-11-06,759.390015,763.02002,755.030029,761.599976,760.669983,1677200
2015-11-05,758.809998,766.349976,757.469971,760.669983,755.309998,2274300
2015-11-04,749.900024,759.900024,749.200012,755.309998,748.820007,2092000
2015-11-03,745.429993,751.700012,741.159973,748.820007,747.73999,1815300
2015-11-02,734.530029,748.179993,731.450012,747.73999,737.390015,1995700
2015-10-30,745.559998,746.309998,736.530029,737.390015,744.849976,1999200
2015-10-29,736.630005,746.789978,735.159973,744.849976,736.919983,1826000
2015-10-28,733.00,737.369995,727.27002,736.919983,732.820007,1980200
2015-10-27,726.570007,735.960022,724.140015,732.820007,731.119995,1938900
2015-10-26,720.02002,734.950012,720.02002,731.119995,719.330017,2438800
2015-10-23,750.059998,752.50,717.940002,719.330017,681.140015,6336300
2015-10-22,675.440002,688.049988,671.700012,681.140015,671.799988,4431600
2015-10-21,683.210022,684.900024,670.700012,671.799988,680.00,1597600
2015-10-20,697.890015,698.00,673.679993,680.00,699.950012,2613300
2015-10-19,694.00,700.23999,692.210022,699.950012,695.320007,1508600
2015-10-16,695.400024,696.219971,689.099976,695.320007,693.02002,1815800
2015-10-15,685.25,694.159973,684.390015,693.02002,680.409973,2357800
2015-10-14,683.72998,690.039978,678.900024,680.409973,683.169983,1564600
2015-10-13,674.26001,688.460022,673.109985,683.169983,676.429993,2122300
2015-10-12,669.190002,677.97998,667.23999,676.429993,671.23999,1334200
2015-10-09,667.48999,674.090027,662.359985,671.23999,667.00,1606200
2015-10-08,669.450012,671.890015,654.48999,667.00,670.00,1965400
2015-10-07,677.400024,678.73999,658.109985,670.00,671.640015,2217700
2015-10-06,669.349976,678.799988,663.080017,671.640015,671.679993,2138700
2015-10-05,661.599976,673.030029,655.869995,671.679993,656.98999,1898000
2015-10-02,638.01001,657.00,633.50,656.98999,642.00,2439400
2015-10-01,637.940002,643.840027,631.119995,642.00,638.369995,2125300
2015-09-30,631.830017,639.309998,629.150024,638.369995,622.609985,2647700
2015-09-29,625.50,634.679993,618.030029,622.609985,624.25,2106500
2015-09-28,639.049988,642.849976,617.840027,624.25,640.150024,2382300
2015-09-25,658.580017,658.580017,639.659973,640.150024,654.909973,2424000
2015-09-24,648.969971,656.77002,642.169983,654.909973,653.289978,1934600
2015-09-23,652.900024,660.280029,650.72998,653.289978,653.200012,1458000
2015-09-22,657.469971,658.820007,645.030029,653.200012,666.97998,2718100
2015-09-21,665.51001,669.00,658.00,666.97998,660.919983,1954700
2015-09-18,665.059998,669.840027,660.030029,660.919983,671.669983,3627200
2015-09-17,667.48999,681.98999,665.00,671.669983,665.52002,2387600
2015-09-16,665.549988,668.070007,662.200012,665.52002,665.070007,1312600
2015-09-15,656.710022,668.849976,653.340027,665.070007,652.469971,1777300
2015-09-14,655.630005,655.919983,649.50,652.469971,655.299988,1497100
2015-09-11,650.210022,655.309998,647.409973,655.299988,651.080017,1744600
2015-09-10,643.900024,654.900024,641.700012,651.080017,643.409973,1392500
